name,classe,cours,id,entree,sortie,score,remarque,id_user,id_meeting,planning_cours_journalier_id,ip,created_at,updated_at,source,canal_feedback
Nouhaila lkbayle,GR 1,3 AC Targant  Math Groupe 1,19957,2024-06-06 08:27:34,2024-06-06 09:44:38,8,Formateur très compétent et à l'écoute.,7149,525,\N,\N,2024-06-06 09:27:34,2024-06-06 10:53:45,yool education,plateforme
بوتزرزيت محمد,GR 3,3 AC Targant Français Groupe 3,19711,2024-06-04 19:25:16,2024-06-04 21:13:11,8,"Méthodologie adaptée, j'ai beaucoup appris.",7107,538,\N,\N,2024-06-04 20:25:16,2024-06-04 22:15:08,yool education,enquête
Salaheddine Labiad,Classe 1,SVT pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,21864,2024-07-01 14:51:36,2024-07-01 17:07:48,9,"Très satisfait du cours, contenu clair et utile.",7695,553,90629,\N,2024-07-01 15:51:36,2024-07-01 18:08:04,yool education,réseaux sociaux
Rim Boudhaimi,Classe 1,SVT pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,23780,2024-07-06 16:42:46,2024-07-06 17:06:56,8,"Très satisfait du cours, contenu clair et utile.",4971,553,90634,\N,2024-07-06 17:42:46,2024-07-06 18:07:13,yool education,enquête
Imad Hamdaoui,Classe 3,SVT pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,21615,2024-07-01 08:30:38,2024-07-01 10:29:35,10,"Très satisfait du cours, contenu clair et utile.",7642,550,90321,\N,2024-07-01 09:30:38,2024-07-01 11:29:52,yool education,plateforme
mohamed reda essairy,Classe 3,SVT pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,21716,2024-07-01 09:34:06,2024-07-01 10:27:17,9,Formateur très compétent et à l'écoute.,7602,550,90321,\N,2024-07-01 10:34:06,2024-07-01 11:27:54,yool education,réseaux sociaux
Amine Dahani,Classe 3,SVT pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,22452,2024-07-03 08:33:24,2024-07-03 10:30:59,9,"Méthodologie adaptée, j'ai beaucoup appris.",7693,550,90323,\N,2024-07-03 09:33:24,2024-07-03 11:31:13,yool education,réseaux sociaux
meryem benbouazza,Classe 3,SVT pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,23203,2024-07-05 10:43:22,2024-07-05 12:42:58,10,Formateur très compétent et à l'écoute.,7690,550,90325,\N,2024-07-05 11:43:22,2024-07-05 13:52:26,yool education,enquête
meryem benbouazza,Classe 3,SVT pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,24288,2024-07-08 10:49:39,2024-07-08 12:44:30,10,Formateur très compétent et à l'écoute.,7690,550,\N,\N,2024-07-08 11:49:39,2024-07-08 13:44:37,yool education,enquête
Amine Dahani,Classe 3,Mathématiques pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,23388,2024-07-05 15:05:41,2024-07-05 17:02:47,10,"Bonne expérience, je recommande cette formation.",7693,551,90340,\N,2024-07-05 16:05:41,2024-07-05 18:02:52,yool education,plateforme
Amine Dahani,Classe 3,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,22731,2024-07-04 08:40:14,2024-07-04 10:35:27,10,Formateur très compétent et à l'écoute.,7693,552,90354,\N,2024-07-04 09:40:14,2024-07-04 11:35:57,yool education,enquête
Imad Hamdaoui,Classe 3,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,23550,2024-07-06 10:38:39,2024-07-06 12:39:27,10,"Méthodologie adaptée, j'ai beaucoup appris.",7642,552,90356,\N,2024-07-06 11:38:39,2024-07-06 13:39:27,yool education,enquête
Amine Dahani,Classe 3,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,23555,2024-07-06 10:49:33,2024-07-06 12:35:53,10,"Méthodologie adaptée, j'ai beaucoup appris.",7693,552,90356,\N,2024-07-06 11:49:33,2024-07-06 13:35:58,yool education,email
Imad Hamdaoui,Classe 3,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,24425,2024-07-08 14:52:36,2024-07-08 16:44:19,10,"Bonne expérience, je recommande cette formation.",7642,552,90358,\N,2024-07-08 15:52:36,2024-07-08 17:44:26,yool education,email
Imad Hamdaoui,Classe 3,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,25297,2024-07-11 08:29:00,2024-07-11 16:46:01,10,"Très satisfait du cours, contenu clair et utile.",7642,552,\N,\N,2024-07-11 09:29:00,2024-07-11 17:46:01,yool education,enquête
Imad Hamdaoui,Classe 3,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,26003,2024-07-13 10:56:05,2024-07-13 12:53:50,10,"Méthodologie adaptée, j'ai beaucoup appris.",7642,552,\N,\N,2024-07-13 11:56:05,2024-07-13 13:53:56,yool education,email
Imad Hamdaoui,Classe 3,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,26969,2024-07-17 10:46:06,2024-07-17 12:43:30,10,"Bonne expérience, je recommande cette formation.",7642,552,\N,\N,2024-07-17 11:46:06,2024-07-17 13:43:40,yool education,réseaux sociaux
fatima el khayri,Classe 4,SVT pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,25097,2024-07-10 10:57:57,2024-07-10 12:45:24,10,"Méthodologie adaptée, j'ai beaucoup appris.",7792,555,90648,\N,2024-07-10 11:57:57,2024-07-10 13:45:34,yool education,enquête
fatima el khayri,Classe 4,Mathématiques pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,24713,2024-07-09 11:00:04,2024-07-09 13:01:30,10,"Très satisfait du cours, contenu clair et utile.",7792,556,\N,\N,2024-07-09 12:00:04,2024-07-09 14:01:42,yool education,enquête
fatima el khayri,Classe 4,Mathématiques pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,26396,2024-07-14 15:02:16,2024-07-14 17:00:12,10,"Très satisfait du cours, contenu clair et utile.",7792,556,90665,\N,2024-07-14 16:02:16,2024-07-14 18:00:25,yool education,enquête
fatima el khayri,Classe 4,Mathématiques pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,26655,2024-07-15 15:00:02,2024-07-15 16:57:36,10,Formateur très compétent et à l'écoute.,7792,556,90666,\N,2024-07-15 16:00:02,2024-07-15 17:57:50,yool education,enquête
fatima el khayri,Classe 4,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,24110,2024-07-08 07:55:00,2024-07-08 10:37:42,10,"Bonne expérience, je recommande cette formation.",7792,557,\N,\N,2024-07-08 08:55:00,2024-07-08 11:38:28,yool education,enquête
Aicha Fatmi,Classe 4,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,24563,2024-07-09 08:27:38,2024-07-09 10:34:22,10,"Méthodologie adaptée, j'ai beaucoup appris.",7955,557,90673,\N,2024-07-09 09:27:38,2024-07-09 11:34:38,yool education,plateforme
fatima el khayri,Classe 4,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,25595,2024-07-12 08:30:29,2024-07-12 10:33:36,10,Formateur très compétent et à l'écoute.,7792,557,90676,\N,2024-07-12 09:30:29,2024-07-12 11:33:46,yool education,enquête
fatima el khayri,Classe 4,Physique Chimie pour Concours de Médecine et de Pharmacie & de Médecine Dentaire,25881,2024-07-13 08:30:38,2024-07-13 10:30:04,10,Formateur très compétent et à l'écoute.,7792,557,90677,\N,2024-07-13 09:30:38,2024-07-13 11:42:40,yool education,plateforme
Malak Abdelmajid,Classe 2,Physique Chimie pour Concours d'accès ENSA-ENSAM,24299,2024-07-08 11:05:50,2024-07-08 11:17:19,7,"Formation conforme aux attentes, sans surprise.",7886,562,90737,\N,2024-07-08 12:05:50,2024-07-08 12:17:32,yool education,plateforme
Malak Abdelmajid,Classe 2,Physique Chimie pour Concours d'accès ENSA-ENSAM,26021,2024-07-13 11:12:52,2024-07-13 13:27:43,8,"Bonne expérience, je recommande cette formation.",7886,562,90742,\N,2024-07-13 12:12:52,2024-07-13 14:27:43,yool education,email
Ahmed Hassnaoui,Classe 2,Physique Chimie pour Concours d'accès ENSA-ENSAM,26534,2024-07-15 10:14:17,2024-07-15 11:23:02,5,D'accord avec le contenu mais peut être amélioré.,7909,562,\N,\N,2024-07-15 11:14:17,2024-07-15 12:23:37,yool education,plateforme
Chaaraoui Yassamine,Classe 2,Physique Chimie pour Concours d'accès ENSA-ENSAM,26730,2024-07-16 09:05:21,2024-07-16 11:02:18,8,"Très satisfait du cours, contenu clair et utile.",7954,562,\N,\N,2024-07-16 10:05:21,2024-07-16 12:32:27,yool education,réseaux sociaux
Malak Abdelmajid,Classe 2,Physique Chimie pour Concours d'accès ENSA-ENSAM,26933,2024-07-17 09:10:01,2024-07-17 10:56:54,9,"Méthodologie adaptée, j'ai beaucoup appris.",7886,562,\N,\N,2024-07-17 10:10:01,2024-07-17 11:57:09,yool education,réseaux sociaux
Malak Abdelmajid,Classe 2,Mathématiques pour Concours d'accès ENSA-ENSAM,24541,2024-07-09 01:49:25,2024-07-09 11:06:48,8,"Très satisfait du cours, contenu clair et utile.",7886,563,\N,\N,2024-07-09 02:49:25,2024-07-09 12:06:52,yool education,réseaux sociaux
Ahmed Hassnaoui,Classe 2,Mathématiques pour Concours d'accès ENSA-ENSAM,25033,2024-07-10 09:22:55,2024-07-10 11:13:03,5,"Cours correct, rien de particulier à signaler.",7909,563,90752,\N,2024-07-10 10:22:55,2024-07-10 12:13:38,yool education,email
Malak Abdelmajid,Classe 2,Mathématiques pour Concours d'accès ENSA-ENSAM,25392,2024-07-11 10:29:49,2024-07-11 11:11:30,8,"Très satisfait du cours, contenu clair et utile.",7886,563,90753,\N,2024-07-11 11:29:49,2024-07-11 12:11:35,yool education,réseaux sociaux
malak فجور,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,27618,2024-10-02 18:46:16,2024-10-02 20:33:10,8,"Bonne expérience, je recommande cette formation.",8087,568,100394,\N,2024-10-02 19:46:16,2024-10-02 21:33:45,yool education,enquête
akram zer,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,27652,2024-10-02 18:59:14,2024-10-02 20:32:12,10,Formateur très compétent et à l'écoute.,8152,568,100394,\N,2024-10-02 19:59:14,2024-10-02 21:32:54,yool education,enquête
Bouchab Yahya,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,27659,2024-10-02 19:01:13,2024-10-02 20:32:04,8,"Très satisfait du cours, contenu clair et utile.",8236,568,100394,\N,2024-10-02 20:01:13,2024-10-02 21:32:09,yool education,email
Rmaily Ismail,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,27662,2024-10-02 19:02:49,2024-10-02 20:32:09,5,"Ni bon ni mauvais, c'était acceptable.",8262,568,100394,\N,2024-10-02 20:02:49,2024-10-02 21:32:19,yool education,email
akram zer,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,28006,2024-10-09 18:53:03,2024-10-09 20:40:33,9,"Méthodologie adaptée, j'ai beaucoup appris.",8152,568,100401,\N,2024-10-09 19:53:03,2024-10-09 21:41:43,yool education,enquête
Rmaily Ismail,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,28110,2024-10-09 19:14:03,2024-10-09 19:20:06,8,"Méthodologie adaptée, j'ai beaucoup appris.",8262,568,100401,\N,2024-10-09 20:14:03,2024-10-09 20:20:06,yool education,email
afnane berakouch,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,28711,2024-10-16 18:52:00,2024-10-16 20:32:49,8,"Méthodologie adaptée, j'ai beaucoup appris.",8528,568,100408,\N,2024-10-16 19:52:00,2024-10-16 21:32:49,yool education,email
Abderrahman Rahmouni,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,28757,2024-10-16 19:00:10,2024-10-16 20:32:58,8,"Méthodologie adaptée, j'ai beaucoup appris.",8442,568,100408,\N,2024-10-16 20:00:10,2024-10-16 21:33:09,yool education,réseaux sociaux
akram zer,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,28758,2024-10-16 19:00:12,2024-10-16 20:32:59,7,"Formation conforme aux attentes, sans surprise.",8152,568,100408,\N,2024-10-16 20:00:12,2024-10-16 21:33:31,yool education,réseaux sociaux
zouheir saadaoui,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,28794,2024-10-16 19:04:22,2024-10-16 20:26:44,10,Formateur très compétent et à l'écoute.,8129,568,100408,\N,2024-10-16 20:04:22,2024-10-16 21:27:04,yool education,email
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,29540,2024-10-23 18:49:53,2024-10-23 20:31:46,10,Formateur très compétent et à l'écoute.,2019,568,100415,\N,2024-10-23 19:49:53,2024-10-23 21:31:56,yool education,enquête
toumi ouassim,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,29635,2024-10-23 19:32:43,2024-10-23 20:31:47,8,"Très satisfait du cours, contenu clair et utile.",8570,568,100415,\N,2024-10-23 20:32:43,2024-10-23 21:32:01,yool education,réseaux sociaux
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,30015,2024-10-30 18:23:39,2024-10-30 20:30:26,10,Formateur très compétent et à l'écoute.,2019,568,\N,\N,2024-10-30 19:23:39,2024-10-30 21:30:36,yool education,plateforme
akram zer,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,30025,2024-10-30 18:47:40,2024-10-30 20:30:27,10,"Bonne expérience, je recommande cette formation.",8152,568,100422,\N,2024-10-30 19:47:40,2024-10-30 21:30:47,yool education,enquête
Aya boujra,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,30188,2024-10-30 19:54:33,2024-10-30 20:30:26,9,Formateur très compétent et à l'écoute.,8699,568,100422,\N,2024-10-30 20:54:33,2024-10-30 21:30:39,yool education,email
Lamnaouar badr,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,30682,2024-11-06 09:49:13,2024-11-06 11:32:58,10,"Très satisfait du cours, contenu clair et utile.",8182,568,100429,\N,2024-11-06 10:49:13,2024-11-06 12:33:05,yool education,réseaux sociaux
akram zer,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,30812,2024-11-06 10:52:46,2024-11-06 11:32:52,9,"Méthodologie adaptée, j'ai beaucoup appris.",8152,568,100429,\N,2024-11-06 11:52:46,2024-11-06 12:33:11,yool education,plateforme
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,31404,2024-11-13 18:49:10,2024-11-13 20:35:03,8,Formateur très compétent et à l'écoute.,2019,568,100436,\N,2024-11-13 19:49:10,2024-11-13 21:35:07,yool education,plateforme
لمدخر محمد,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,31408,2024-11-13 18:51:20,2024-11-13 20:35:03,8,Formateur très compétent et à l'écoute.,8145,568,100436,\N,2024-11-13 19:51:20,2024-11-13 21:35:09,yool education,email
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,31977,2024-11-20 18:39:28,2024-11-20 20:30:04,10,"Très satisfait du cours, contenu clair et utile.",2019,568,100443,\N,2024-11-20 19:39:28,2024-11-20 21:30:35,yool education,réseaux sociaux
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,32906,2024-11-27 18:44:17,2024-11-27 20:30:57,8,Formateur très compétent et à l'écoute.,2019,568,100450,\N,2024-11-27 19:44:17,2024-11-27 21:31:00,yool education,enquête
Abderrahman Rahmouni,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,32996,2024-11-27 19:03:29,2024-11-27 20:31:20,9,"Très satisfait du cours, contenu clair et utile.",8442,568,100450,\N,2024-11-27 20:03:29,2024-11-27 21:31:30,yool education,email
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,35681,2024-12-09 13:49:50,2024-12-09 15:37:04,8,"Très satisfait du cours, contenu clair et utile.",2019,568,100462,\N,2024-12-09 14:49:50,2024-12-09 16:37:08,yool education,enquête
akram zer,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,35701,2024-12-09 14:23:36,2024-12-09 15:36:30,8,"Bonne expérience, je recommande cette formation.",8152,568,100462,\N,2024-12-09 15:23:36,2024-12-09 16:52:19,yool education,enquête
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,37712,2024-12-18 19:19:22,2024-12-18 22:49:50,8,"Bonne expérience, je recommande cette formation.",2019,568,\N,196.64.49.254,2024-12-18 20:19:22,2024-12-18 23:49:52,yool education,enquête
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,39365,2024-12-25 18:42:50,2024-12-25 22:49:29,8,"Bonne expérience, je recommande cette formation.",2019,568,\N,105.157.25.20,2024-12-25 19:42:50,2024-12-25 23:49:32,yool education,enquête
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,41038,2025-01-01 18:51:41,2025-01-01 21:43:44,8,Formateur très compétent et à l'écoute.,2019,568,\N,105.158.17.28,2025-01-01 19:51:41,2025-01-01 22:43:48,yool education,email
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,42879,2025-01-08 18:49:56,2025-01-08 21:23:08,8,"Très satisfait du cours, contenu clair et utile.",2019,568,\N,160.177.14.93,2025-01-08 19:49:56,2025-01-08 22:23:10,yool education,enquête
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,44471,2025-01-15 19:08:12,2025-01-15 21:04:14,8,"Méthodologie adaptée, j'ai beaucoup appris.",2019,568,\N,196.65.32.95,2025-01-15 20:08:12,2025-01-15 22:04:18,yool education,enquête
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,45832,2025-01-22 19:07:44,2025-01-22 21:03:31,8,"Méthodologie adaptée, j'ai beaucoup appris.",2019,568,\N,160.177.46.193,2025-01-22 20:07:44,2025-01-22 22:03:35,yool education,réseaux sociaux
Anas El Asri,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,45880,2025-01-22 19:27:51,2025-01-22 20:32:05,10,"Bonne expérience, je recommande cette formation.",13096,568,100506,41.92.22.81,2025-01-22 20:27:51,2025-01-22 21:32:16,yool education,réseaux sociaux
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,46572,2025-01-25 15:58:04,2025-01-25 17:33:12,8,"Méthodologie adaptée, j'ai beaucoup appris.",2019,568,100509,105.156.251.106,2025-01-25 16:58:04,2025-01-25 18:33:14,yool education,email
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,47734,2025-02-05 18:58:06,2025-02-05 22:00:21,8,Formateur très compétent et à l'écoute.,2019,568,\N,196.64.37.128,2025-02-05 19:58:06,2025-02-05 23:00:24,yool education,email
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,51835,2025-02-19 18:42:05,2025-02-19 20:31:07,8,Formateur très compétent et à l'écoute.,2019,568,100534,196.65.32.231,2025-02-19 19:42:05,2025-02-19 21:31:09,yool education,réseaux sociaux
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,54023,2025-02-26 18:21:56,2025-02-26 22:05:51,8,"Méthodologie adaptée, j'ai beaucoup appris.",2019,568,\N,41.141.175.0,2025-02-26 18:21:56,2025-02-26 22:05:53,yool education,enquête
Kaoutar BOURAMTANE,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,54070,2025-02-26 18:53:20,2025-02-26 20:33:20,7,"Formation conforme aux attentes, sans surprise.",13500,568,100541,197.147.229.230,2025-02-26 18:53:20,2025-02-26 20:33:20,yool education,enquête
Kaoutar BOURAMTANE,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,55990,2025-03-05 19:24:25,2025-03-05 21:34:09,9,Formateur très compétent et à l'écoute.,13500,568,\N,197.144.45.231,2025-03-05 19:24:25,2025-03-05 21:34:17,yool education,plateforme
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,56083,2025-03-05 20:08:26,2025-03-05 21:30:00,8,"Bonne expérience, je recommande cette formation.",2019,568,100548,105.157.162.53,2025-03-05 20:08:26,2025-03-05 21:30:02,yool education,réseaux sociaux
Anana Abdelalim,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,56093,2025-03-05 20:12:49,2025-03-05 21:27:14,10,Formateur très compétent et à l'écoute.,8244,568,100548,160.177.28.192,2025-03-05 20:12:49,2025-03-05 21:27:26,yool education,plateforme
Kaoutar BOURAMTANE,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,57749,2025-03-12 20:03:04,2025-03-12 21:38:02,7,D'accord avec le contenu mais peut être amélioré.,13500,568,100555,197.147.215.124,2025-03-12 20:03:04,2025-03-12 21:38:07,yool education,email
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,57784,2025-03-12 20:12:09,2025-03-12 21:51:01,8,Formateur très compétent et à l'écoute.,2019,568,100555,160.179.10.215,2025-03-12 20:12:09,2025-03-12 21:51:04,yool education,plateforme
Kaoutar BOURAMTANE,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,59614,2025-03-26 19:58:45,2025-03-26 21:36:44,7,"Formation conforme aux attentes, sans surprise.",13500,568,100569,197.144.29.169,2025-03-26 19:58:45,2025-03-26 21:36:51,yool education,enquête
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,59708,2025-03-26 20:20:47,2025-03-26 23:10:38,8,"Bonne expérience, je recommande cette formation.",2019,568,\N,41.251.88.62,2025-03-26 20:20:47,2025-03-26 23:10:40,yool education,enquête
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,60889,2025-04-02 19:30:40,2025-04-02 22:27:18,8,"Très satisfait du cours, contenu clair et utile.",2019,568,\N,196.64.45.64,2025-04-02 19:30:40,2025-04-02 22:27:22,yool education,enquête
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,63042,2025-04-09 19:11:55,2025-04-09 21:57:46,8,Formateur très compétent et à l'écoute.,2019,568,\N,41.143.84.133,2025-04-09 20:11:55,2025-04-09 22:57:48,yool education,plateforme
Kaoutar BOURAMTANE,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,63088,2025-04-09 19:27:25,2025-04-09 20:33:23,10,Formateur très compétent et à l'écoute.,13500,568,100583,197.144.47.61,2025-04-09 20:27:25,2025-04-09 21:33:29,yool education,email
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,65124,2025-04-16 19:14:32,2025-04-16 21:00:11,8,Formateur très compétent et à l'écoute.,2019,568,\N,196.65.61.225,2025-04-16 20:14:32,2025-04-16 22:00:13,yool education,email
Kaoutar BOURAMTANE,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,67326,2025-04-23 18:57:28,2025-04-23 20:41:02,9,Formateur très compétent et à l'écoute.,13500,568,100597,197.147.240.1,2025-04-23 19:57:28,2025-04-23 21:41:12,yool education,réseaux sociaux
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,67431,2025-04-23 19:09:15,2025-04-23 21:08:09,8,"Bonne expérience, je recommande cette formation.",2019,568,\N,160.179.3.80,2025-04-23 20:09:15,2025-04-23 22:08:10,yool education,plateforme
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,69762,2025-04-30 19:11:30,2025-04-30 21:20:31,8,"Très satisfait du cours, contenu clair et utile.",2019,568,\N,160.177.195.22,2025-04-30 20:11:30,2025-04-30 22:20:34,yool education,réseaux sociaux
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,71942,2025-05-14 19:05:56,2025-05-14 22:25:49,8,"Très satisfait du cours, contenu clair et utile.",2019,568,\N,196.65.42.198,2025-05-14 20:05:56,2025-05-14 23:25:51,yool education,enquête
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,75310,2025-05-21 19:14:29,2025-05-21 21:33:50,8,Formateur très compétent et à l'écoute.,2019,568,\N,41.251.63.15,2025-05-21 20:14:29,2025-05-21 22:33:52,yool education,enquête
YASSIR MOUHALA,Classe 1 TC  PC,Soutien Scolaire PC tronc commun scientifique,77714,2025-05-28 19:01:20,2025-05-28 20:33:38,8,"Très satisfait du cours, contenu clair et utile.",2019,568,181032,105.155.77.80,2025-05-28 20:01:20,2025-05-28 21:52:10,yool education,email
akram zer,Classe 1 TC SVT,Soutien Scolaire SVT tronc commun scientifique,27709,2024-10-03 18:59:12,2024-10-03 20:33:42,10,Formateur très compétent et à l'écoute.,8152,569,100638,\N,2024-10-03 19:59:12,2024-10-03 21:33:55,yool education,réseaux sociaux
Lina Elmaterzi,Classe 1 TC SVT,Soutien Scolaire SVT tronc commun scientifique,28209,2024-10-10 19:01:57,2024-10-10 20:34:11,10,"Très satisfait du cours, contenu clair et utile.",8141,569,100645,\N,2024-10-10 20:01:57,2024-10-10 21:34:16,yool education,email
akram zer,Classe 1 TC SVT,Soutien Scolaire SVT tronc commun scientifique,28215,2024-10-10 19:02:31,2024-10-10 20:34:27,10,"Très satisfait du cours, contenu clair et utile.",8152,569,100645,\N,2024-10-10 20:02:31,2024-10-10 21:35:05,yool education,email
YASSIR MOUHALA,Classe 1 TC SVT,Soutien Scolaire SVT tronc commun scientifique,28909,2024-10-17 18:43:43,2024-10-17 20:31:23,8,"Bonne expérience, je recommande cette formation.",2019,569,100652,\N,2024-10-17 19:43:43,2024-10-17 21:41:02,yool education,email
Lamnaouar badr,Classe 1 TC SVT,Soutien Scolaire SVT tronc commun scientifique,28917,2024-10-17 18:53:32,2024-10-17 20:31:48,10,"Très satisfait du cours, contenu clair et utile.",8182,569,100652,\N,2024-10-17 19:53:32,2024-10-17 21:32:36,yool education,enquête
أحمد الكحل,Classe 1 TC SVT,Soutien Scolaire SVT tronc commun scientifique,28930,2024-10-17 18:58:51,2024-10-17 20:31:28,10,Formateur très compétent et à l'écoute.,8505,569,100652,\N,2024-10-17 19:58:51,2024-10-17 21:31:44,yool education,plateforme
YASSIR MOUHALA,Classe 1 TC SVT,Soutien Scolaire SVT tronc commun scientifique,29224,2024-10-21 16:40:01,2024-10-21 18:31:57,10,"Très satisfait du cours, contenu clair et utile.",2019,569,100656,\N,2024-10-21 17:40:01,2024-10-21 19:32:03,yool education,plateforme
akram zer,Classe 1 TC SVT,Soutien Scolaire SVT tronc commun scientifique,29235,2024-10-21 16:53:21,2024-10-21 18:34:12,9,"Méthodologie adaptée, j'ai beaucoup appris.",8152,569,100656,\N,2024-10-21 17:53:21,2024-10-21 19:34:25,yool education,plateforme
YASSIR MOUHALA,Classe 1 TC SVT,Soutien Scolaire SVT tronc commun scientifique,30229,2024-10-31 18:26:36,2024-10-31 20:32:05,10,"Bonne expérience, je recommande cette formation.",2019,569,\N,\N,2024-10-31 19:26:36,2024-10-31 21:35:54,yool education,plateforme
Aya boujra,Classe 1 TC SVT,Soutien Scolaire SVT tronc commun scientifique,30248,2024-10-31 18:58:59,2024-10-31 20:31:52,9,"Bonne expérience, je recommande cette formation.",8699,569,100666,\N,2024-10-31 19:58:59,2024-10-31 21:32:01,yool education,réseaux sociaux
